5.1937 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
50.7645 	EXP 	window1: recordFrameIntervals = False
53.2121 	DATA 	Keypress: d
53.7108 	EXP 	response: autoDraw = True
56.7790 	DATA 	Keypress: d
57.7948 	EXP 	window1: recordFrameIntervals = False
57.7976 	EXP 	response: autoDraw = False
57.7977 	EXP 	window1: recordFrameIntervals = False
60.7428 	EXP 	response: autoDraw = True
62.9445 	EXP 	window1: recordFrameIntervals = False
62.9468 	DATA 	Keypress: s
62.9484 	EXP 	response: autoDraw = False
62.9485 	EXP 	window1: recordFrameIntervals = False
65.8921 	EXP 	response: autoDraw = True
67.4106 	EXP 	window1: recordFrameIntervals = False
67.4115 	DATA 	Keypress: s
67.4135 	EXP 	response: autoDraw = False
67.4136 	EXP 	window1: recordFrameIntervals = False
69.6262 	DATA 	Keypress: d
70.3583 	EXP 	response: autoDraw = True
71.7767 	EXP 	window1: recordFrameIntervals = False
71.7777 	DATA 	Keypress: d
71.7795 	EXP 	response: autoDraw = False
71.7797 	EXP 	window1: recordFrameIntervals = False
74.7245 	EXP 	response: autoDraw = True
76.0935 	DATA 	Keypress: d
77.1093 	EXP 	window1: recordFrameIntervals = False
77.1118 	EXP 	response: autoDraw = False
77.1120 	EXP 	window1: recordFrameIntervals = False
80.0572 	EXP 	response: autoDraw = True
81.6259 	EXP 	window1: recordFrameIntervals = False
81.6268 	DATA 	Keypress: s
81.6283 	EXP 	response: autoDraw = False
81.6284 	EXP 	window1: recordFrameIntervals = False
84.5732 	EXP 	response: autoDraw = True
88.2077 	EXP 	window1: recordFrameIntervals = False
88.2084 	DATA 	Keypress: d
88.2103 	EXP 	response: autoDraw = False
88.2104 	EXP 	window1: recordFrameIntervals = False
91.1557 	EXP 	response: autoDraw = True
92.2570 	EXP 	window1: recordFrameIntervals = False
92.2578 	DATA 	Keypress: s
92.2596 	EXP 	response: autoDraw = False
92.2598 	EXP 	window1: recordFrameIntervals = False
95.2052 	EXP 	response: autoDraw = True
97.1393 	EXP 	window1: recordFrameIntervals = False
97.1401 	DATA 	Keypress: s
97.1420 	EXP 	response: autoDraw = False
97.1423 	EXP 	window1: recordFrameIntervals = False
100.0878 	EXP 	response: autoDraw = True
102.5221 	EXP 	window1: recordFrameIntervals = False
102.5230 	DATA 	Keypress: d
102.5247 	EXP 	response: autoDraw = False
102.5248 	EXP 	window1: recordFrameIntervals = False
105.4704 	EXP 	response: autoDraw = True
107.9215 	EXP 	window1: recordFrameIntervals = False
107.9223 	DATA 	Keypress: s
107.9238 	EXP 	response: autoDraw = False
107.9240 	EXP 	window1: recordFrameIntervals = False
110.8702 	EXP 	response: autoDraw = True
114.6386 	EXP 	window1: recordFrameIntervals = False
114.6393 	DATA 	Keypress: s
114.6412 	EXP 	response: autoDraw = False
114.6413 	EXP 	window1: recordFrameIntervals = False
117.1531 	DATA 	Keypress: s
117.5856 	EXP 	response: autoDraw = True
119.4371 	EXP 	window1: recordFrameIntervals = False
119.4380 	DATA 	Keypress: s
119.4397 	EXP 	response: autoDraw = False
119.4399 	EXP 	window1: recordFrameIntervals = False
122.3852 	EXP 	response: autoDraw = True
124.9684 	EXP 	window1: recordFrameIntervals = False
124.9692 	DATA 	Keypress: s
124.9707 	EXP 	response: autoDraw = False
124.9708 	EXP 	window1: recordFrameIntervals = False
127.9175 	EXP 	response: autoDraw = True
129.8861 	EXP 	window1: recordFrameIntervals = False
129.8870 	DATA 	Keypress: d
129.8886 	EXP 	response: autoDraw = False
129.8888 	EXP 	window1: recordFrameIntervals = False
132.8334 	EXP 	response: autoDraw = True
135.9522 	DATA 	Keypress: s
136.9683 	EXP 	window1: recordFrameIntervals = False
136.9704 	EXP 	response: autoDraw = False
136.9705 	EXP 	window1: recordFrameIntervals = False
138.5007 	DATA 	Keypress: escape
139.2582 	EXP 	window1: mouseVisible = True
